Date,PropertyStatus,SellingPrice,MonthlyRentPrice,CostPrice,PropertyType,SalesPersonID,Location,AgentName,CommissionRate,CommissionEarned,ClientID,PropertyID,MarketingChannel,FeedbackRating,LeadSource,FinancingType,PropertyCondition
2021-06-10,Sale,6814078.0,,6429844,House,8,Chennai,Agent 8,4.87,68330.22,25215,45008,Digital ads,1,Advertisement,Cash,Good
2019-12-16,Rent,,47967.0,9412537,Condo,6,Hyderabad,Agent 1,3.33,148537.94,32232,11113,Online platforms,3,Referral,CLP,New
2019-12-09,Sale,5293914.0,,4730344,Condo,4,Mumbai,Agent 9,4.06,234347.59,6668,18469,Online platforms,1,Advertisement,Cash,New
2022-01-15,Rent,,20729.0,11786186,Apartment,3,Hyderabad,Agent 10,4.97,188323.33,5000,40351,Print advertising,3,Direct Inquiry,Flexi Payment Plan,Good
2021-11-02,Rent,,34242.0,13950435,Apartment,5,Chennai,Agent 5,4.07,103752.99,7757,23626,Email marketing,3,Referral,Flexi Payment Plan,Good
2019-09-21,Sale,7475849.0,,11619097,Apartment,5,Bangalore,Agent 2,4.83,55025.32,2841,39617,Email marketing,1,Direct Inquiry,Flexi Payment Plan,Good
2020-04-14,Rent,,41744.0,6315681,House,2,Hyderabad,Agent 7,2.75,177998.38,28091,34766,Online platforms,2,Social Media,Down Payment Plan,New
2021-11-06,Sale,16487799.0,,5392531,House,7,Hyderabad,Agent 3,4.59,188985.56,39297,11886,Print advertising,1,Advertisement,Flexi Payment Plan,Good
2022-08-14,Sale,13911614.0,,4684326,Apartment,4,Chennai,Agent 6,3.12,100330.32,9845,43731,Print advertising,1,Advertisement,Cash,Needs Repair
2021-07-25,Rent,,47102.0,11295847,Condo,5,Chennai,Agent 3,4.49,239298.25,18810,22832,Online platforms,4,Direct Inquiry,Down Payment Plan,Needs Repair
2019-11-19,Rent,,17658.0,4261934,Apartment,3,Delhi,Agent 2,3.44,276866.72,32719,43368,Email marketing,2,Direct Inquiry,Down Payment Plan,New
2022-02-20,Sale,13874106.0,,14211094,Condo,2,Delhi,Agent 3,4.77,172704.66,46617,5005,Email marketing,5,Social Media,Flexi Payment Plan,Needs Repair
2019-01-07,Sale,5208339.0,,7574745,Condo,10,Delhi,Agent 7,3.53,176911.76,9742,42983,Print advertising,2,Social Media,Flexi Payment Plan,Needs Repair
2020-03-31,Rent,,33403.0,14317827,Commercial,7,Bangalore,Agent 5,4.63,126662.98,20989,25599,Email marketing,2,Direct Inquiry,Cash,Needs Repair
2022-10-19,Rent,,45523.0,6086637,Apartment,5,Bangalore,Agent 2,3.02,274937.81,31355,4412,Online platforms,5,Referral,Cash,New
2019-12-18,Rent,,40128.0,9737136,Condo,4,Chennai,Agent 8,3.59,54140.18,37870,28014,Print advertising,3,Direct Inquiry,Flexi Payment Plan,Needs Repair
2021-05-15,Rent,,12207.0,8315115,Apartment,7,Bangalore,Agent 10,2.66,255440.25,9481,21172,Online platforms,4,Referral,Cash,Good
2020-02-01,Rent,,46354.0,9690727,Commercial,2,Bangalore,Agent 8,3.7,145670.6,25233,23109,Print advertising,1,Referral,Cash,Needs Repair
2021-09-19,Sale,13262784.0,,3141709,Apartment,4,Delhi,Agent 6,4.93,250810.59,32389,31542,Email marketing,1,Social Media,Cash,Needs Repair
2022-07-10,Rent,,30817.0,6187747,House,5,Delhi,Agent 4,4.57,230762.34,39436,41721,Digital ads,5,Direct Inquiry,Flexi Payment Plan,Good
2021-11-02,Sale,8477860.0,,4518580,Commercial,4,Delhi,Agent 3,4.33,249391.3,9059,42858,Digital ads,1,Social Media,Down Payment Plan,New
2021-02-03,Rent,,29336.0,11013744,House,10,Bangalore,Agent 2,2.75,173604.72,25113,36002,Print advertising,4,Direct Inquiry,CLP,Needs Repair
2023-03-25,Sale,10594442.0,,8254584,House,8,Mumbai,Agent 4,2.68,101217.65,35308,34982,Online platforms,3,Social Media,Flexi Payment Plan,New
2023-03-11,Rent,,34458.0,5008788,Apartment,4,Bangalore,Agent 9,3.67,60646.95,34897,25207,Digital ads,5,Social Media,CLP,Good
2019-09-17,Rent,,41948.0,5656976,House,9,Chennai,Agent 10,3.15,115374.25,38075,46854,Online platforms,5,Referral,Cash,Good
2022-08-03,Rent,,12653.0,14554504,Commercial,3,Delhi,Agent 6,4.73,122920.9,37872,14375,Email marketing,1,Referral,Down Payment Plan,New
2019-09-29,Rent,,39327.0,10609526,House,10,Delhi,Agent 5,4.03,209080.58,15414,23705,Digital ads,2,Referral,CLP,Needs Repair
2019-01-09,Rent,,30404.0,4959521,House,5,Bangalore,Agent 6,3.55,220523.45,13323,1125,Print advertising,3,Referral,Flexi Payment Plan,Good
2022-01-30,Rent,,27615.0,11423541,House,4,Bangalore,Agent 7,3.02,108337.6,36594,31060,Email marketing,2,Direct Inquiry,Down Payment Plan,New
2020-02-20,Sale,13575827.0,,7347438,Condo,9,Bangalore,Agent 3,4.52,204759.49,7220,3905,Print advertising,1,Social Media,Cash,Good
2021-12-21,Sale,5397556.0,,13484633,Condo,8,Hyderabad,Agent 10,2.65,80951.92,23650,9133,Email marketing,3,Referral,Flexi Payment Plan,Good
2021-07-04,Rent,,44277.0,11366752,House,5,Mumbai,Agent 5,3.8,170563.94,30173,9447,Online platforms,4,Advertisement,Cash,Good
2023-09-10,Sale,18665697.0,,8580382,Condo,3,Delhi,Agent 8,4.23,250138.34,27596,15893,Email marketing,2,Referral,CLP,Needs Repair
2020-10-16,Rent,,18933.0,6526181,Apartment,4,Delhi,Agent 1,3.64,174789.44,14719,48956,Online platforms,4,Social Media,Down Payment Plan,Good
2020-03-04,Rent,,22912.0,3094632,Apartment,1,Mumbai,Agent 6,2.87,181411.69,7684,45599,Digital ads,4,Referral,Down Payment Plan,Good
2020-03-20,Rent,,20594.0,10696194,Condo,2,Delhi,Agent 4,2.92,120703.23,24738,48044,Digital ads,4,Referral,Flexi Payment Plan,New
2019-03-23,Sale,17749666.0,,5421742,House,7,Chennai,Agent 10,4.44,173482.74,27834,3545,Print advertising,4,Social Media,Cash,Good
2019-11-26,Sale,12987016.0,,11874300,Apartment,8,Hyderabad,Agent 1,3.4,228050.82,43434,38117,Email marketing,5,Direct Inquiry,CLP,New
2019-08-18,Rent,,14891.0,12078531,Apartment,9,Bangalore,Agent 3,2.78,225446.3,31250,38924,Online platforms,2,Advertisement,CLP,Needs Repair
2020-05-06,Sale,13088624.0,,6150173,Apartment,3,Hyderabad,Agent 5,2.73,125234.02,1979,9627,Print advertising,4,Direct Inquiry,Down Payment Plan,Good
2022-02-08,Rent,,38519.0,10747735,Condo,1,Bangalore,Agent 6,3.97,86335.81,9259,5177,Online platforms,4,Social Media,Cash,Needs Repair
2021-01-31,Sale,13398089.0,,13782753,Apartment,7,Hyderabad,Agent 4,3.86,258782.79,818,37302,Digital ads,2,Direct Inquiry,Cash,New
2022-07-18,Sale,6982437.0,,13271937,Condo,1,Mumbai,Agent 3,3.47,102873.38,9812,11956,Digital ads,5,Social Media,Down Payment Plan,New
2022-12-30,Rent,,40768.0,10468074,Apartment,3,Mumbai,Agent 6,4.46,285773.6,48730,9183,Online platforms,4,Direct Inquiry,CLP,Good
2023-06-27,Sale,15369296.0,,9667616,Apartment,1,Bangalore,Agent 10,3.96,229243.93,45782,19629,Print advertising,5,Social Media,Cash,New
2022-12-31,Rent,,24676.0,6615997,Apartment,2,Mumbai,Agent 9,3.74,139033.25,26970,22108,Email marketing,4,Advertisement,Down Payment Plan,New
2022-10-11,Sale,14233503.0,,12115597,Condo,6,Chennai,Agent 8,4.47,124420.35,42261,45564,Email marketing,2,Advertisement,CLP,Needs Repair
2019-02-11,Sale,16638249.0,,8611584,Commercial,3,Mumbai,Agent 8,3.92,153603.28,7292,10217,Print advertising,1,Advertisement,Flexi Payment Plan,Good
2019-07-06,Sale,13974196.0,,7710781,House,4,Bangalore,Agent 6,3.0,143029.35,42104,2105,Digital ads,1,Social Media,Flexi Payment Plan,Needs Repair
2020-06-23,Rent,,21244.0,14413781,Commercial,2,Chennai,Agent 4,2.87,85647.37,32984,713,Digital ads,5,Advertisement,Cash,New
2022-05-16,Sale,9489378.0,,5493602,Commercial,10,Chennai,Agent 2,2.67,158424.98,27763,44559,Print advertising,5,Direct Inquiry,Down Payment Plan,Good
2022-11-12,Rent,,24349.0,14470429,Condo,2,Hyderabad,Agent 4,4.6,192325.82,37491,32891,Digital ads,2,Referral,Cash,Good
2021-08-08,Rent,,10973.0,13153982,Condo,8,Delhi,Agent 2,3.11,245519.99,46489,14898,Digital ads,2,Advertisement,Flexi Payment Plan,Good
2022-08-09,Sale,10000944.0,,6404537,Condo,5,Hyderabad,Agent 4,4.51,227152.0,10277,34178,Email marketing,2,Referral,Down Payment Plan,Needs Repair
2022-03-19,Sale,18664987.0,,3520643,Apartment,8,Chennai,Agent 4,4.12,290105.7,8201,13885,Online platforms,5,Direct Inquiry,Down Payment Plan,Good
2022-05-29,Rent,,13968.0,4441326,Apartment,9,Mumbai,Agent 3,3.87,70194.34,40570,3670,Online platforms,2,Social Media,Down Payment Plan,Needs Repair
2020-11-11,Rent,,28343.0,4063410,Condo,1,Bangalore,Agent 9,4.23,97824.94,25710,12039,Email marketing,5,Social Media,CLP,Needs Repair
2023-10-04,Sale,6219621.0,,5486196,Condo,4,Mumbai,Agent 2,4.65,86301.76,39655,5060,Online platforms,5,Social Media,CLP,New
2022-12-26,Sale,15120163.0,,14298164,Commercial,2,Chennai,Agent 7,3.39,230401.93,31288,20526,Digital ads,3,Direct Inquiry,Flexi Payment Plan,New
2022-06-12,Rent,,38413.0,13603146,House,4,Bangalore,Agent 3,4.92,146872.98,24935,10802,Online platforms,4,Referral,Flexi Payment Plan,Good
2019-06-19,Rent,,24093.0,13565073,Condo,4,Delhi,Agent 7,3.59,63974.02,24346,42379,Email marketing,1,Social Media,Down Payment Plan,Needs Repair
2022-08-11,Sale,11054913.0,,8029885,Condo,10,Bangalore,Agent 4,4.19,149177.1,12762,17690,Print advertising,5,Social Media,Flexi Payment Plan,New
2019-12-03,Sale,18650515.0,,8198801,House,3,Hyderabad,Agent 4,3.46,284183.61,6842,23771,Digital ads,2,Direct Inquiry,Down Payment Plan,Needs Repair
2021-11-08,Rent,,15605.0,3391932,Condo,10,Mumbai,Agent 3,3.25,193794.57,1839,15698,Online platforms,2,Direct Inquiry,Cash,Needs Repair
2021-05-26,Sale,5793582.0,,12896825,Commercial,2,Delhi,Agent 6,3.75,209903.46,10667,35493,Online platforms,1,Direct Inquiry,Flexi Payment Plan,New
2019-11-27,Sale,16435504.0,,5838894,Condo,10,Hyderabad,Agent 7,3.78,55205.59,4281,13888,Online platforms,5,Advertisement,Cash,New
2019-02-04,Rent,,20172.0,10077949,Commercial,2,Mumbai,Agent 3,4.6,93999.54,49580,20259,Digital ads,5,Direct Inquiry,CLP,Good
2020-08-06,Rent,,24686.0,14385098,Condo,1,Hyderabad,Agent 5,4.74,181932.52,36156,13221,Online platforms,5,Social Media,Flexi Payment Plan,Good
2019-04-11,Sale,12911088.0,,11694616,Condo,1,Delhi,Agent 5,4.97,128274.18,15751,17641,Print advertising,1,Referral,Cash,Good
2019-09-22,Rent,,38972.0,5537804,Apartment,5,Mumbai,Agent 7,4.89,164569.09,37364,37015,Digital ads,5,Referral,Flexi Payment Plan,New
2019-05-20,Sale,7776688.0,,12486185,House,7,Delhi,Agent 2,3.4,63752.44,36946,31707,Print advertising,5,Referral,CLP,Needs Repair
2019-05-22,Sale,5148861.0,,13862163,Condo,9,Chennai,Agent 7,3.62,170511.19,3149,20225,Print advertising,4,Direct Inquiry,CLP,Good
2019-01-27,Rent,,25406.0,10877101,Commercial,7,Delhi,Agent 2,2.76,189575.95,23374,49263,Print advertising,4,Advertisement,Cash,Needs Repair
2021-05-27,Sale,10883312.0,,14928805,Apartment,6,Delhi,Agent 10,3.63,178747.84,32783,12772,Email marketing,3,Social Media,Cash,New
2021-09-04,Sale,8148001.0,,11426155,House,5,Chennai,Agent 10,3.18,96669.79,49273,25602,Online platforms,4,Social Media,Down Payment Plan,New
2022-01-10,Rent,,15450.0,13363739,Commercial,8,Bangalore,Agent 9,4.57,91377.12,8489,46050,Email marketing,4,Direct Inquiry,Flexi Payment Plan,Good
2019-10-30,Sale,15583315.0,,3590766,House,2,Delhi,Agent 3,4.9,209734.39,33003,9843,Digital ads,1,Social Media,Down Payment Plan,New
2019-03-15,Sale,19062062.0,,12752651,Condo,6,Chennai,Agent 3,4.31,160195.68,25043,31258,Online platforms,1,Social Media,Flexi Payment Plan,New
2023-12-27,Rent,,21363.0,11278186,Condo,9,Hyderabad,Agent 6,3.24,135941.2,2452,19014,Online platforms,5,Direct Inquiry,Down Payment Plan,Good
2020-05-15,Rent,,36537.0,14627182,House,8,Chennai,Agent 9,3.32,294847.55,9932,30351,Digital ads,4,Direct Inquiry,CLP,New
2019-09-02,Sale,12327555.0,,3989565,House,6,Chennai,Agent 3,4.9,206063.76,6114,15177,Online platforms,1,Direct Inquiry,Cash,Good
2020-10-31,Rent,,17768.0,10040472,House,10,Delhi,Agent 9,4.5,206426.03,44661,42875,Print advertising,3,Advertisement,Cash,Needs Repair
2020-03-13,Sale,19903159.0,,3423760,Condo,9,Chennai,Agent 10,3.42,145357.0,47092,10555,Digital ads,5,Referral,Cash,Needs Repair
2023-04-08,Rent,,29678.0,6543030,Commercial,8,Bangalore,Agent 10,4.96,200247.95,33837,47758,Email marketing,3,Referral,Flexi Payment Plan,New
2023-06-14,Rent,,45187.0,13907173,House,3,Mumbai,Agent 5,2.67,262658.17,22375,29327,Digital ads,1,Social Media,Down Payment Plan,Good
2020-02-12,Sale,8221983.0,,5994472,Apartment,8,Hyderabad,Agent 6,3.53,136597.79,22219,19061,Print advertising,1,Social Media,Flexi Payment Plan,Good
2022-01-24,Rent,,47580.0,4680851,Apartment,4,Mumbai,Agent 1,3.32,194382.38,40860,28240,Email marketing,2,Direct Inquiry,CLP,Needs Repair
2019-05-05,Sale,10408560.0,,6208909,Commercial,1,Hyderabad,Agent 4,4.2,274120.26,46712,25404,Digital ads,3,Social Media,CLP,Needs Repair
2021-01-12,Rent,,18203.0,14125072,Apartment,9,Chennai,Agent 5,3.36,246087.4,13686,40003,Digital ads,4,Referral,Cash,Good
2019-08-22,Rent,,33546.0,7682913,Apartment,9,Bangalore,Agent 7,3.49,143300.0,37153,41143,Online platforms,1,Advertisement,Flexi Payment Plan,Good
2023-03-26,Rent,,29016.0,11089532,Commercial,6,Hyderabad,Agent 4,4.38,227022.8,6384,980,Print advertising,5,Referral,Cash,New
2020-03-19,Sale,10102279.0,,8540544,Apartment,4,Mumbai,Agent 7,4.53,228091.51,20287,35858,Print advertising,3,Social Media,Flexi Payment Plan,Good
2019-09-28,Sale,18786833.0,,5347672,Condo,9,Delhi,Agent 4,4.61,217782.32,32697,6168,Email marketing,5,Social Media,Down Payment Plan,Needs Repair
2022-11-14,Rent,,45401.0,8244555,Apartment,4,Delhi,Agent 4,3.27,277777.65,20560,11123,Digital ads,3,Direct Inquiry,Down Payment Plan,Good
2021-07-07,Sale,17277345.0,,4240167,Commercial,7,Hyderabad,Agent 1,3.79,228236.56,10583,4468,Email marketing,5,Direct Inquiry,Cash,Good
2021-05-20,Sale,6680530.0,,10064074,Condo,4,Delhi,Agent 1,3.08,293172.52,37783,23812,Print advertising,2,Social Media,Cash,Good
2022-01-02,Sale,17805411.0,,4454342,House,9,Bangalore,Agent 3,4.47,297808.91,5848,4662,Email marketing,1,Direct Inquiry,Cash,New
2020-07-10,Rent,,35333.0,8679694,House,1,Chennai,Agent 3,4.3,158197.37,46574,30196,Print advertising,4,Advertisement,Down Payment Plan,New
2021-03-12,Sale,18533648.0,,13588997,Commercial,9,Mumbai,Agent 1,3.37,177751.82,16779,42618,Print advertising,3,Referral,CLP,Good
2020-03-12,Sale,18055989.0,,12210474,Condo,6,Hyderabad,Agent 10,3.83,249868.68,8125,37273,Print advertising,2,Referral,Cash,New
2023-02-25,Sale,7661157.0,,3754721,Commercial,4,Delhi,Agent 6,4.92,218418.75,2595,23821,Digital ads,3,Social Media,Cash,Good
2021-06-09,Rent,,47949.0,3511010,Apartment,4,Bangalore,Agent 4,4.79,167052.51,26807,40612,Print advertising,2,Social Media,CLP,Needs Repair
2020-02-05,Rent,,22728.0,3031611,Condo,6,Delhi,Agent 2,2.58,281768.28,28891,24035,Online platforms,1,Advertisement,Flexi Payment Plan,New
2023-05-12,Sale,13754904.0,,4429619,Commercial,3,Bangalore,Agent 4,2.92,79931.01,40936,20556,Online platforms,2,Referral,CLP,Needs Repair
2022-03-06,Sale,11434023.0,,6717152,Condo,10,Bangalore,Agent 3,4.59,115922.37,5472,27080,Online platforms,4,Social Media,Cash,Good
2023-04-21,Sale,15750609.0,,10915976,Apartment,1,Hyderabad,Agent 7,3.06,75076.19,29498,17225,Online platforms,1,Social Media,Down Payment Plan,New
2019-05-13,Sale,12912071.0,,5792859,Commercial,3,Chennai,Agent 3,3.6,209764.0,40673,42197,Online platforms,2,Advertisement,Cash,Good
2019-06-27,Rent,,37430.0,10280432,Apartment,6,Mumbai,Agent 10,3.87,94924.79,48565,45859,Print advertising,5,Advertisement,Cash,Needs Repair
2023-10-09,Sale,11536166.0,,12143768,Commercial,2,Mumbai,Agent 1,4.18,199730.61,521,10130,Digital ads,5,Social Media,CLP,Good
2019-11-24,Rent,,46575.0,11775025,Apartment,6,Mumbai,Agent 2,2.92,136676.17,19049,24630,Digital ads,2,Direct Inquiry,Down Payment Plan,Good
2020-05-06,Sale,11885624.0,,9561776,Apartment,2,Chennai,Agent 3,3.57,215663.9,37365,26168,Email marketing,2,Advertisement,Cash,New
2019-08-15,Sale,7180351.0,,7694154,House,1,Bangalore,Agent 6,3.99,283483.35,14618,25443,Email marketing,1,Referral,Cash,Good
2022-12-07,Rent,,20101.0,8019448,House,10,Mumbai,Agent 2,4.05,126190.16,43854,22868,Print advertising,3,Direct Inquiry,Flexi Payment Plan,Needs Repair
2022-12-18,Rent,,14331.0,14053664,House,7,Delhi,Agent 9,2.5,182674.2,30703,42106,Online platforms,4,Direct Inquiry,Down Payment Plan,Good
2023-07-21,Rent,,43176.0,11448392,House,1,Hyderabad,Agent 10,3.32,274972.19,30465,7152,Online platforms,1,Referral,Down Payment Plan,Good
2019-09-24,Sale,18823756.0,,11156247,Condo,7,Mumbai,Agent 9,2.68,84607.7,11815,47958,Digital ads,1,Direct Inquiry,Cash,Needs Repair
2019-12-03,Sale,5292655.0,,13868660,Commercial,3,Delhi,Agent 4,3.71,217874.25,28385,26315,Email marketing,5,Social Media,CLP,Good
2021-10-18,Sale,13668067.0,,3170569,House,5,Chennai,Agent 3,3.72,172384.75,4226,22442,Print advertising,3,Social Media,Cash,New
2023-02-19,Sale,17791083.0,,7725788,House,9,Hyderabad,Agent 2,4.21,124647.69,13936,46026,Print advertising,3,Referral,Flexi Payment Plan,Needs Repair
2023-01-19,Sale,9737857.0,,7357874,Apartment,4,Hyderabad,Agent 3,3.93,259333.81,18244,29792,Email marketing,2,Social Media,Cash,Good
2019-04-29,Sale,9451992.0,,10550787,Commercial,2,Mumbai,Agent 9,4.94,72784.51,35723,10207,Digital ads,4,Social Media,CLP,Needs Repair
2022-12-31,Sale,19989971.0,,12598240,Apartment,5,Hyderabad,Agent 10,3.79,72133.83,9537,41958,Email marketing,1,Referral,CLP,Needs Repair
2020-10-25,Sale,13710848.0,,12620166,Condo,5,Delhi,Agent 6,4.62,105235.81,20984,37238,Email marketing,1,Advertisement,Down Payment Plan,New
2019-04-08,Sale,14379051.0,,10903359,Condo,7,Delhi,Agent 5,3.13,251582.96,39393,24923,Digital ads,5,Advertisement,Cash,New
2019-07-13,Sale,9274463.0,,11552928,Apartment,1,Bangalore,Agent 10,4.12,112396.88,28188,31026,Online platforms,5,Direct Inquiry,CLP,Needs Repair
2020-10-25,Sale,9980677.0,,11868788,Apartment,3,Hyderabad,Agent 3,2.5,189267.63,13861,1504,Print advertising,2,Referral,Flexi Payment Plan,New
2022-08-06,Sale,7367450.0,,12423329,Apartment,8,Delhi,Agent 2,2.64,150918.73,17685,16520,Digital ads,1,Referral,Cash,Good
2020-07-01,Rent,,22583.0,12073200,Condo,5,Hyderabad,Agent 7,2.92,234577.11,9289,4539,Online platforms,4,Direct Inquiry,Flexi Payment Plan,Good
2021-04-30,Sale,18903524.0,,5136094,Condo,1,Mumbai,Agent 4,3.05,185652.87,26547,5355,Print advertising,4,Referral,CLP,New
2021-07-15,Rent,,32525.0,9382861,Commercial,7,Delhi,Agent 8,2.79,140286.03,46676,29585,Email marketing,4,Advertisement,Cash,New
2022-07-28,Rent,,48012.0,4849929,House,9,Hyderabad,Agent 1,3.76,223325.17,34392,43886,Print advertising,5,Referral,Down Payment Plan,Needs Repair
2021-03-17,Rent,,37247.0,11692148,House,9,Mumbai,Agent 5,3.8,194830.35,12064,3523,Online platforms,1,Referral,CLP,Good
2019-10-15,Rent,,21446.0,14773047,Commercial,8,Chennai,Agent 8,3.79,167718.97,28085,22415,Digital ads,5,Social Media,CLP,Good
2021-07-11,Sale,13997938.0,,3542983,House,1,Bangalore,Agent 10,2.6,109136.0,10783,13016,Print advertising,4,Referral,Down Payment Plan,Needs Repair
2021-12-21,Sale,14584002.0,,13850146,Commercial,5,Mumbai,Agent 3,2.61,90415.02,27467,31564,Print advertising,3,Direct Inquiry,Down Payment Plan,Good
2023-01-17,Rent,,23407.0,12971966,Commercial,2,Mumbai,Agent 2,4.68,107056.72,35095,10531,Online platforms,3,Advertisement,Flexi Payment Plan,New
2022-09-19,Rent,,39153.0,12093835,House,5,Hyderabad,Agent 4,4.18,222270.69,23246,45410,Print advertising,2,Social Media,Cash,Needs Repair
2023-11-07,Rent,,10290.0,7399780,House,1,Bangalore,Agent 1,2.8,274029.58,25503,651,Print advertising,2,Direct Inquiry,Flexi Payment Plan,New
2023-10-09,Sale,17973341.0,,7465759,Condo,8,Hyderabad,Agent 5,3.77,115776.02,39134,13013,Digital ads,5,Advertisement,CLP,Needs Repair
2019-08-30,Rent,,16102.0,6228382,House,2,Bangalore,Agent 1,2.52,83072.79,47365,43776,Online platforms,5,Social Media,Flexi Payment Plan,Good
2023-12-03,Rent,,32780.0,8015563,Condo,7,Mumbai,Agent 7,4.81,89931.55,40404,9478,Email marketing,4,Referral,Down Payment Plan,Needs Repair
2021-10-02,Rent,,48895.0,9549815,Commercial,7,Hyderabad,Agent 2,4.03,168111.67,43521,48127,Digital ads,1,Advertisement,CLP,Good
2021-09-10,Rent,,31214.0,14223023,Apartment,6,Hyderabad,Agent 3,4.96,275375.05,930,30059,Digital ads,3,Advertisement,Flexi Payment Plan,Good
2020-04-03,Rent,,47112.0,14238189,House,8,Bangalore,Agent 3,2.54,173862.09,32732,20737,Email marketing,4,Advertisement,Down Payment Plan,Needs Repair
2019-12-19,Sale,18922887.0,,13300928,House,1,Mumbai,Agent 3,5.0,197066.38,44168,34125,Email marketing,3,Advertisement,CLP,New
2019-01-12,Rent,,15039.0,5652438,Apartment,7,Hyderabad,Agent 5,2.73,271677.82,8240,29448,Online platforms,5,Referral,CLP,New
2023-12-02,Rent,,24901.0,3262355,House,2,Mumbai,Agent 2,3.41,187609.09,6387,2392,Print advertising,1,Direct Inquiry,Down Payment Plan,Needs Repair
2020-11-10,Rent,,13087.0,7262456,House,2,Delhi,Agent 9,3.67,286101.11,48871,12299,Email marketing,1,Advertisement,Cash,New
2022-07-29,Rent,,17112.0,3897718,House,4,Chennai,Agent 7,4.77,266716.47,35789,10886,Digital ads,1,Advertisement,Flexi Payment Plan,Needs Repair
2022-03-19,Sale,18575230.0,,8483667,Condo,3,Delhi,Agent 9,4.94,118117.7,13748,12528,Email marketing,1,Advertisement,Flexi Payment Plan,Needs Repair
2023-11-28,Rent,,25539.0,9615438,Commercial,2,Hyderabad,Agent 7,3.79,174261.75,24266,23842,Online platforms,5,Advertisement,Cash,Good
2019-02-20,Rent,,35020.0,3680596,Commercial,10,Delhi,Agent 8,4.38,161892.13,20118,32905,Email marketing,3,Referral,Flexi Payment Plan,Good
2020-01-23,Sale,11288563.0,,9412177,Condo,6,Chennai,Agent 10,4.86,256198.54,32712,29885,Email marketing,2,Direct Inquiry,Flexi Payment Plan,Good
2022-07-10,Rent,,39233.0,12589393,Apartment,8,Hyderabad,Agent 5,4.87,151064.03,26896,23051,Print advertising,1,Direct Inquiry,Down Payment Plan,New
2021-12-30,Sale,14445673.0,,13560808,Commercial,9,Delhi,Agent 7,4.09,254324.14,35552,27909,Online platforms,5,Direct Inquiry,Flexi Payment Plan,Good
2023-06-14,Rent,,34092.0,3097972,House,1,Mumbai,Agent 5,3.24,255137.76,22009,11523,Print advertising,1,Referral,CLP,Needs Repair
2022-11-26,Rent,,24957.0,7574987,Apartment,8,Chennai,Agent 7,4.47,66271.24,24453,11594,Online platforms,4,Social Media,Cash,Good
2023-09-14,Rent,,14651.0,11321688,Commercial,5,Delhi,Agent 6,3.53,215838.34,38987,35571,Email marketing,4,Advertisement,Flexi Payment Plan,Good
2022-09-16,Sale,7008929.0,,3579471,Apartment,8,Mumbai,Agent 3,4.48,263095.24,18680,43228,Email marketing,4,Social Media,Cash,Needs Repair
2022-09-21,Rent,,17795.0,8851349,House,5,Delhi,Agent 5,4.36,262800.6,41557,46013,Email marketing,2,Direct Inquiry,CLP,Good
2019-11-05,Sale,9566645.0,,5061170,House,5,Mumbai,Agent 1,4.18,94181.4,6804,5875,Print advertising,3,Social Media,Flexi Payment Plan,Needs Repair
2019-02-21,Rent,,34307.0,13889295,House,4,Delhi,Agent 4,3.71,171709.18,40388,6795,Digital ads,3,Advertisement,Cash,New
2023-03-23,Sale,19709293.0,,7952849,Commercial,3,Delhi,Agent 4,4.1,82684.8,49149,49266,Print advertising,4,Direct Inquiry,CLP,Needs Repair
2023-08-20,Rent,,30612.0,13028913,House,6,Bangalore,Agent 6,2.89,57465.12,6535,41519,Digital ads,4,Social Media,Down Payment Plan,Good
2022-10-11,Sale,18359334.0,,8886897,House,8,Bangalore,Agent 8,3.27,178790.51,32989,38092,Digital ads,1,Direct Inquiry,CLP,Good
2019-04-12,Sale,13807765.0,,6900203,Commercial,4,Bangalore,Agent 1,4.64,282404.41,43760,19000,Email marketing,2,Referral,CLP,Good
2022-07-30,Rent,,45408.0,10861772,House,3,Hyderabad,Agent 9,4.4,287741.73,14607,36149,Online platforms,5,Advertisement,Flexi Payment Plan,Good
2022-03-29,Sale,6722406.0,,7960992,House,7,Mumbai,Agent 6,2.8,124891.38,7504,12817,Digital ads,2,Direct Inquiry,CLP,Good
2022-12-29,Sale,13685451.0,,5986811,Commercial,6,Mumbai,Agent 7,3.14,163863.84,8156,22978,Online platforms,4,Referral,Down Payment Plan,Needs Repair
2022-12-12,Rent,,14501.0,11228432,Commercial,2,Hyderabad,Agent 9,3.47,130707.41,27063,46127,Online platforms,4,Social Media,CLP,New
2022-05-14,Rent,,25115.0,5612801,Commercial,2,Chennai,Agent 8,2.73,241127.44,499,33264,Print advertising,4,Referral,Flexi Payment Plan,Needs Repair
2021-05-31,Rent,,22676.0,6483920,Apartment,5,Bangalore,Agent 3,4.48,110739.09,17539,43168,Digital ads,1,Direct Inquiry,Down Payment Plan,Needs Repair
2021-04-01,Rent,,31465.0,12360877,House,8,Hyderabad,Agent 5,3.63,81992.75,20146,27179,Online platforms,2,Direct Inquiry,Down Payment Plan,Good
2021-01-20,Sale,12298763.0,,7160475,House,6,Bangalore,Agent 4,2.53,65491.96,273,27169,Email marketing,1,Social Media,Down Payment Plan,Needs Repair
2019-04-12,Sale,16926604.0,,11218624,Apartment,9,Mumbai,Agent 3,3.46,278644.21,1018,10052,Online platforms,5,Referral,Cash,Needs Repair
